,底本/出典,史料名,ID,記述内容,記述場所,,発生場所,年月日（作成）,年月日（作成）2,年月日（被害）,年月日（被害）3,伝聞・体験,被害種別,緯度経度,X,Y,座標レベル,座標に関する備考,備考
97,日本地震史料,〔大坂地震記〕,J0400165,同灘、神戸より廿三日に來りし人の話に、同所も大坂同樣に而、廿三日にも折々震候由。,,,灘,嘉永七年六月二十五日,1854年7月19日,嘉永7年6月15日,1854年7月9日,伝聞,余震,"34.7126433445691, 135.23946344803056",,,２,便宜的に兵庫県神戸市灘区役所に置く,
98,日本地震史料,〔大坂地震記〕,J0400165,此度の地震は、船場之内堺筋ゟ東は少々輕し。乍併上町は外同樣なり。,,,,嘉永七年六月二十五日,1854年7月19日,嘉永7年6月15日,1854年7月9日,,,,,,,,
99,日本地震史料,〔大坂地震記〕,J0400165,西橫堀岡田屋と云石賈、燈籠三十五本倒れし由。,,,,嘉永七年六月二十五日,1854年7月19日,嘉永7年6月15日,1854年7月9日,,石造物倒壊,,,,,,
100,日本地震史料,〔大坂地震記〕,J0400165,昨夜地震有之候處、破損之人家、又は納屋等も無之哉、尤怪我人等も有之趣之届も無之候。,,,,嘉永七年六月二十五日,1854年7月19日,嘉永7年6月15日,1854年7月9日,,建物被害,,,,,,
101,日本地震史料,〔大坂地震記〕,J0400165,昨夜地震有之候處、破損之人家、又は納屋等も無之哉、尤怪我人等も有之趣之届も無之候。,,,,,,嘉永7年6月15日,1854年7月9日,,人的被害,,,,,,
102,日本地震史料,〔大坂地震記〕,J0400165,六月十六日　北組　總年寄今度之地震、數國に亘れ共、就中、伊賀、大和尤甚敷、風説區々にして、,,,伊賀,,,嘉永7年6月15日,1854年7月9日,伝聞,地震動,"34.75027174380666, 136.14222726869158",,,１,便宜的に伊賀市役所に置く,
103,日本地震史料,〔大坂地震記〕,J0400165,六月十六日　北組　總年寄今度之地震、數國に亘れ共、就中、伊賀、大和尤甚敷、風説區々にして、,,,大和,,,嘉永7年6月15日,1854年7月9日,伝聞,地震動,"34.685437,135.833130",,,１,便宜的に奈良県庁に置く,
104,日本地震史料,〔大坂地震記〕,J0400165,勢州四日市驛、驛中、十四日夜八ツ時之地震に而、過半潰れ、其上出火有之、壓死、燒死其數夥敷、旅人も餘程死亡之由。,,,四日市,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.96839562486822, 136.61857820588864",,,２,便宜的に四日市市役所に置く,
105,日本地震史料,〔大坂地震記〕,J0400165,勢州四日市驛、驛中、十四日夜八ツ時之地震に而、過半潰れ、其上出火有之、壓死、燒死其數夥敷、旅人も餘程死亡之由。,,,四日市,,,嘉永7年6月15日,1854年7月9日,伝聞,火災,"34.96839562486822, 136.61857820588864",,,２,便宜的に四日市市役所に置く,
106,日本地震史料,〔大坂地震記〕,J0400165,勢州四日市驛、驛中、十四日夜八ツ時之地震に而、過半潰れ、其上出火有之、壓死、燒死其數夥敷、旅人も餘程死亡之由。,,,四日市,,,嘉永7年6月15日,1854年7月9日,伝聞,人的被害,"34.96839562486822, 136.61857820588864",,,２,便宜的に四日市市役所に置く,
107,日本地震史料,〔大坂地震記〕,J0400165,肥後家士泊り候處、（中略）其内壁落候故、其所ゟ迯出、（中略）定而同道人は勿論、座敷之家老も壓死せられしなるべしと云。,,,四日市,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.96839562486822, 136.61857820588864",,,２,便宜的に四日市市役所に置く,
108,日本地震史料,〔大坂地震記〕,J0400165,肥後家士泊り候處、（中略）其内壁落候故、其所ゟ迯出、（中略）定而同道人は勿論、座敷之家老も壓死せられしなるべしと云。,,,四日市,,,嘉永7年6月15日,1854年7月9日,伝聞,人的被害,"34.96839562486822, 136.61857820588864",,,２,便宜的に四日市市役所に置く,
109,日本地震史料,〔大坂地震記〕,J0400165,唐物町大菱屋と云唐物商人、名古屋へ用向に付下向、四日市止宿之夜、大變に付、裏へ迯出候處、家崩れ候に付、屋根へ上り居候處、煙強く震も不止、,,,四日市,,,嘉永7年6月15日,1854年7月9日,伝聞,火災,"34.96839562486822, 136.61857820588864",,,２,便宜的に四日市市役所に置く,
110,日本地震史料,〔大坂地震記〕,J0400165,唐物町大菱屋と云唐物商人、名古屋へ用向に付下向、四日市止宿之夜、大變に付、裏へ迯出候處、家崩れ候に付、屋根へ上り居候處、煙強く震も不止、,,,四日市,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.96839562486822, 136.61857820588864",,,２,便宜的に四日市市役所に置く,
111,日本地震史料,〔大坂地震記〕,J0400165,翌朝みれば、火事は壹町程脇にて鎭り候得共、召連候者壓死に付、,,,四日市,,,嘉永7年6月15日,1854年7月9日,伝聞,人的被害,"34.96839562486822, 136.61857820588864",,,２,便宜的に四日市市役所に置く,
112,日本地震史料,〔大坂地震記〕,J0400165,右之樣子に而、今度之地震に付、餘程人死有之、輕重相立候處、四日市第一番也。,,,四日市,,,嘉永7年6月15日,1854年7月9日,伝聞,人的被害,"34.96839562486822, 136.61857820588864",,,２,便宜的に四日市市役所に置く,
113,日本地震史料,〔大坂地震記〕,J0400165,伊賀上野、町方、死人百三十人、潰家千百三十五軒、怪我百貳十人、半潰九百四十三軒、,,,伊賀上野,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.76894001956499, 136.12991074387278",,,２,便宜的に旧上野市役所に置く,
114,日本地震史料,〔大坂地震記〕,J0400165,伊賀上野、町方、死人百三十人、潰家千百三十五軒、怪我百貳十人、半潰九百四十三軒、,,,伊賀上野,,,嘉永7年6月15日,1854年7月9日,伝聞,人的被害,"34.76894001956499, 136.12991074387278",,,２,便宜的に旧上野市役所に置く,
115,日本地震史料,〔大坂地震記〕,J0400165,鄕方、死人四百五十三人、潰家千五百九十三軒、怪我八百三十壹人、半潰三千六百五十三軒、,,,伊賀上野,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.76894001956499, 136.12991074387278",,,２,便宜的に旧上野市役所に置く,
116,日本地震史料,〔大坂地震記〕,J0400165,鄕方、死人四百五十三人、潰家千五百九十三軒、怪我八百三十壹人、半潰三千六百五十三軒、,,,伊賀上野,,,嘉永7年6月15日,1854年7月9日,伝聞,人的被害,"34.76894001956499, 136.12991074387278",,,２,便宜的に旧上野市役所に置く,
117,日本地震史料,〔大坂地震記〕,J0400165,大手御門、京橋御門崩れ、御本丸御殿向不殘崩れ、乘馬十八疋、家中女共二三百人餘、城内にて埋れ死候由。,,,伊賀上野城,,,嘉永7年6月15日,1854年7月9日,,建物被害,"34.770361106669256, 136.12707096619877",,,３,,
118,日本地震史料,〔大坂地震記〕,J0400165,大手御門、京橋御門崩れ、御本丸御殿向不殘崩れ、乘馬十八疋、家中女共二三百人餘、城内にて埋れ死候由。,,,伊賀上野城,,,嘉永7年6月15日,1854年7月9日,,人的被害,"34.770361106669256, 136.12707096619877",,,３,,
119,日本地震史料,〔大坂地震記〕,J0400165,町方は崩れ家ゟ出火、黑門迄燒失、壓死燒死千人餘也とぞ、,,,伊賀上野,,,嘉永7年6月15日,1854年7月9日,,建物被害,"34.76537807421768, 136.12266354826428",,,３,伊賀上野「頼山陽詠詩黒門跡」の顕彰碑に置く,
120,日本地震史料,〔大坂地震記〕,J0400165,町方は崩れ家ゟ出火、黑門迄燒失、壓死燒死千人餘也とぞ、,,,伊賀上野,,,嘉永7年6月15日,1854年7月9日,,火災,"34.76537807421768, 136.12266354826428",,,３,伊賀上野「頼山陽詠詩黒門跡」の顕彰碑に置く,
121,日本地震史料,〔大坂地震記〕,J0400165,町方は崩れ家ゟ出火、黑門迄燒失、壓死燒死千人餘也とぞ、,,,伊賀上野,,,嘉永7年6月15日,1854年7月9日,,人的被害,"34.76537807421768, 136.12266354826428",,,３,伊賀上野「頼山陽詠詩黒門跡」の顕彰碑に置く,
122,日本地震史料,〔大坂地震記〕,J0400165,廿日に又大地震、相殘候家過半潰れ、死人も有之由。,,,伊賀,,,嘉永7年6月20日,1854年7月14日,,余震,"34.75027174380666, 136.14222726869158",,,１,便宜的に伊賀市役所に置く,
123,日本地震史料,〔大坂地震記〕,J0400165,廿日に又大地震、相殘候家過半潰れ、死人も有之由。,,,伊賀,,,嘉永7年6月20日,1854年7月14日,,建物被害,"34.75027174380666, 136.14222726869158",,,１,便宜的に伊賀市役所に置く,
124,日本地震史料,〔大坂地震記〕,J0400165,和州古市、藤堂領に而人家四百軒許之處、過半潰れ、其上後なる溜池之堤震ひ切れ、大水一時に押出し、壓死、流死、數不知。,,,和州古市,,,嘉永7年6月15日,1854年7月9日,,建物被害,"34.658576543362514, 135.83968459027528",,,３,便宜的に奈良市古市町公道に置く,
125,日本地震史料,〔大坂地震記〕,J0400165,和州古市、藤堂領に而人家四百軒許之處、過半潰れ、其上後なる溜池之堤震ひ切れ、大水一時に押出し、壓死、流死、數不知。,,,和州古市,,,嘉永7年6月15日,1854年7月9日,,人的被害,"34.658576543362514, 135.83968459027528",,,３,便宜的に奈良市古市町公道に置く,
126,日本地震史料,〔大坂地震記〕,J0400165,陣屋詰役人多分死失、翌々日頃、砂中ゟ死骸掘出し候由。村中人家、七部通減少。,,,和州古市,,,嘉永7年6月15日,1854年7月9日,,人的被害,"34.658576543362514, 135.83968459027528",,,３,便宜的に奈良市古市町公道に置く,
127,日本地震史料,〔大坂地震記〕,J0400165,陣屋詰役人多分死失、翌々日頃、砂中ゟ死骸掘出し候由。村中人家、七部通減少。,,,和州古市,,,嘉永7年6月15日,1854年7月9日,,建物被害,"34.658576543362514, 135.83968459027528",,,３,便宜的に奈良市古市町公道に置く,
128,日本地震史料,〔大坂地震記〕,J0400165,同郡山、城内崩所數多有之、町家も多分潰れ、柳町之邊、別而甚敷壓死百五拾人餘。,,,郡山,,,嘉永7年6月15日,1854年7月9日,,建物被害,"34.649367361111416, 135.78268209829054",,,２,便宜的に大和郡山市役所に置く,
129,日本地震史料,〔大坂地震記〕,J0400165,同郡山、城内崩所數多有之、町家も多分潰れ、柳町之邊、別而甚敷壓死百五拾人餘。,,,郡山,,,嘉永7年6月15日,1854年7月9日,,人的被害,"34.649367361111416, 135.78268209829054",,,２,便宜的に大和郡山市役所に置く,
130,日本地震史料,〔大坂地震記〕,J0400165,十九日、廿一日之震ひに、又々潰れ家出來、死人も少々有之由。,,,郡山,,,嘉永7年6月19日,1854年7月13日,,余震,"34.649367361111416, 135.78268209829054",,,２,便宜的に大和郡山市役所に置く,
131,日本地震史料,〔大坂地震記〕,J0400165,十九日、廿一日之震ひに、又々潰れ家出來、死人も少々有之由。,,,郡山,,,嘉永7年6月19日,1854年7月13日,,建物被害,"34.649367361111416, 135.78268209829054",,,２,便宜的に大和郡山市役所に置く,
132,日本地震史料,〔大坂地震記〕,J0400165,十九日、廿一日之震ひに、又々潰れ家出來、死人も少々有之由。,,,郡山,,,嘉永7年6月19日,1854年7月13日,,人的被害,"34.649367361111416, 135.78268209829054",,,２,便宜的に大和郡山市役所に置く,
133,日本地震史料,〔大坂地震記〕,J0400165,十九日、廿一日之震ひに、又々潰れ家出來、死人も少々有之由。,,,郡山,,,嘉永7年6月21日,1854年7月15日,,余震,"34.649367361111416, 135.78268209829054",,,２,便宜的に大和郡山市役所に置く,
134,日本地震史料,〔大坂地震記〕,J0400165,十九日、廿一日之震ひに、又々潰れ家出來、死人も少々有之由。,,,郡山,,,嘉永7年6月21日,1854年7月15日,,建物被害,"34.649367361111416, 135.78268209829054",,,２,便宜的に大和郡山市役所に置く,
135,日本地震史料,〔大坂地震記〕,J0400165,十九日、廿一日之震ひに、又々潰れ家出來、死人も少々有之由。,,,郡山,,,嘉永7年6月21日,1854年7月15日,,人的被害,"34.649367361111416, 135.78268209829054",,,２,便宜的に大和郡山市役所に置く,
136,日本地震史料,〔大坂地震記〕,J0400165,奈良、南之方は清水通、建家不殘潰れ、木辻、西町、四ツ辻より南江七軒殘り、其餘皆潰。,,,奈良,,,嘉永7年6月15日,1854年7月9日,,建物被害,"34.685437,135.833130",,,１,便宜的に奈良県庁に置く,
137,日本地震史料,〔大坂地震記〕,J0400165,奈良、南之方は清水通、建家不殘潰れ、木辻、西町、四ツ辻より南江七軒殘り、其餘皆潰。,,,奈良,,,嘉永7年6月15日,1854年7月9日,,建物被害,"34.685437,135.833130",,,１,便宜的に奈良県庁に置く,
138,日本地震史料,〔大坂地震記〕,J0400165,奈良、南之方は清水通、建家不殘潰れ、木辻、西町、四ツ辻より南江七軒殘り、其餘皆潰。,,,奈良,,,嘉永7年6月15日,1854年7月9日,,建物被害,"34.685437,135.833130",,,１,便宜的に奈良県庁に置く,
139,日本地震史料,〔大坂地震記〕,J0400165,奈良、南之方は清水通、建家不殘潰れ、木辻、西町、四ツ辻より南江七軒殘り、其餘皆潰。,,,奈良,,,嘉永7年6月15日,1854年7月9日,,建物被害,"34.685437,135.833130",,,１,便宜的に奈良県庁に置く,
140,日本地震史料,〔大坂地震記〕,J0400165,鳴川町、右同樣之事、中に而は細川町、北向町、北風呂、辻町、不殘崩れ申候。,,,鳴川町,,,嘉永7年6月15日,1854年7月9日,,建物被害,"34.67614722815144, 135.8290560639454",,,３,奈良市鳴川町に置く,
141,日本地震史料,〔大坂地震記〕,J0400165,鳴川町、右同樣之事、中に而は細川町、北向町、北風呂、辻町、不殘崩れ申候。,,,細川町,,,嘉永7年6月15日,1854年7月9日,,建物被害,"34.685437,135.833130",,,１,便宜的に奈良県庁に置く,
142,日本地震史料,〔大坂地震記〕,J0400165,鳴川町、右同樣之事、中に而は細川町、北向町、北風呂、辻町、不殘崩れ申候。,,,北向町,,,嘉永7年6月15日,1854年7月9日,,建物被害,"34.68095246665431, 135.82508027059689",,,３,奈良市北向町,
143,日本地震史料,〔大坂地震記〕,J0400165,鳴川町、右同樣之事、中に而は細川町、北向町、北風呂、辻町、不殘崩れ申候。,,,北風呂町,,,嘉永7年6月15日,1854年7月9日,,建物被害,"34.67854529566907, 135.8263523380247",,,３,奈良市北風呂町,
144,日本地震史料,〔大坂地震記〕,J0400165,鳴川町、右同樣之事、中に而は細川町、北向町、北風呂、辻町、不殘崩れ申候。,,,辻町,,,嘉永7年6月15日,1854年7月9日,,建物被害,"34.685437,135.833130",,,１,便宜的に奈良県庁に置く,
